word,groups
ФРАНЧАЙЗ,"['102385523', '179294689', '113845499', '45746008', '162204681']"
ФРАНЧАЙЗИ,"['102385523', '179294689', '113845499', '45746008', '162204681']"
ФРАНШИЗА,['166097679']
ФРЕД,['159192668']
ФРЕЙ,['177710775']
ФРЕЙМ,['69747559']
ФРЕНДЗОНА,['176127076']
ФРИВЕЙ,"['72232652', '119873171', '120314866']"
ФРИВИЛ,"['72232652', '119873171', '120314866']"
ФРИГАН,['76066932']
ФРИДАЙВИНГ,['161963553']
ФРИЗ,['9414580']
ФРИЗЕР,['72857718']
ФРИЛАНС,"['150907426', '64941509', '69217383']"
ФРИРАЙД,"['2454444', '17496428', '84083139']"
ФРИРАЙДЕР,"['57584706', '31874569', '116751015']"
ФРИРАЙДЕРА,"['57584706', '31874569', '116751015']"
ФРИРАН,"['148429577', '23319239']"
ФРИРОЛЛ,['167082401']
ФРИСБИ,"['27915525', '105042669', '120844078']"
ФРИСКИ,"['100983701', '186421284', '38556671', '20711487', '187779162']"
ФРИСКО,"['100983701', '186421284', '38556671', '20711487', '187779162']"
ФРИСТАЙЛ,['74766128']
ФРИТТА,['191632526']
ФРОГ,"['14940549', '194163794']"
ФРОД,['18641409']
ФРОНТ,['154023149']
ФРОТ,['118938472']
ФРОТТАЖ,['41944223']
ФРОТТЕР,['41944223']
ФРОТТЕРИЗМ,['41944223']
ФРУТ,"['191992941', '178951390', '193347528', '168256861', '190409906', '184068861']"
ФРУТИ,"['191992941', '178951390', '193347528', '168256861', '190409906', '184068861']"
ФУДИ,"['144999176', '132460957', '167100764', '174491477']"
ФУЛЛ,"['74789941', '178729124']"
ФУЛЛЕРЕН,"['54561036', '42230515']"
ФУЛФИЛМЕНТ,['87094202']
ФУНКЦИОНАЛЬНОЕ,"['62523782', '78343059', '113427243', '40270233', '1507126', '123895059', '22277555']"
ФУНКЦИОНАЛЬНЫЙ,"['62523782', '78343059', '113427243', '40270233', '1507126', '123895059', '22277555']"
ФУНКЦИЯ,['4426894']
ФУТАЖ,['84836703']
ФУТБОЛ,"['6355117', '43410275', '19847999', '128033123', '51812607', '182409478']"
ФУТБОЛТЕННИС,['164965847']
ФУТБОЛЬНАЯ,"['89588427', '27557440', '142779257', '190936355', '184938444', '34943835', '167184904', '997924', '29484355', '192003980', '111116193', '41922026', '96863727', '91042071', '41213266']"
ФУТБОЛЬНЫЙ,"['89588427', '27557440', '142779257', '190936355', '184938444', '34943835', '167184904', '997924', '29484355', '192003980', '111116193', '41922026', '96863727', '91042071', '41213266']"
ФУТЕР,"['148527761', '144208299', '55263014', '116031123', '6755201']"
ФУТЗАЛ,['27868001']
ФУТЫ,"['35174740', '75824793']"
ФЬЮЖН,['119911502']
ФЬЮЧЕРС,"['185985656', '11684591', '88154583', '170506199', '52074541', '61403239', '19144380', '27139901', '35009166', '162250676', '17693650', '102541457']"
ФЬЮЧЕРСНЫЙ,['23289867']
ФЬЮЧЕРСЫ,"['185985656', '11684591', '88154583', '170506199', '52074541', '61403239', '19144380', '27139901', '35009166', '162250676', '17693650', '102541457']"
ФЭЙР,['43013122']
ФЭЙС,"['40310950', '126192351']"
ФЭНДОМ,"['168813381', '126907076', '176773972', '133279801', '28123848']"
ФЭННИ,['44633036']
ФЭНТЕЗИ,['145285339']
ФЭШН,"['24232705', '136360676']"
ХААРП,['87935239']
ХАББЛ,"['31840018', '86488654']"
ХАЙД,"['118923680', '188964119', '18879302', '76205467', '77243095', '176773972', '45195869', '182507609', '141216350', '176775135']"
ХАЙДИТЬ,"['118923680', '188964119', '18879302', '76205467', '77243095', '176773972', '45195869', '182507609', '141216350', '176775135']"
ХАЙЕР,['139105204']
ХАЙКЕР,"['40512346', '6976396']"
ХАЙКЕРЫ,"['40512346', '6976396']"
ХАЙЛАЙТ,['58375853']
ХАЙЛЕНД,"['22179190', '30662777', '21336290', '10926839', '49625890', '33056162']"
ХАЙЛИ,"['55020895', '24274509']"
ХАЙП,"['163029240', '194664591', '194416697', '162694360', '194693582']"
ХАЙПБИСТ,['180095324']
ХАЙПИТЬ,"['163029240', '194664591', '194416697', '162694360', '194693582']"
ХАЙТ,['190987892']
ХАКАТОН,['137541120']
ХАКЕР,"['44038255', '85727471']"
ХАКИНГ,"['193326123', '44038255', '192875483', '177440709', '11923308', '188954041', '173447827', '161457219', '105606404', '184447898']"
ХАКИНГИ,"['193326123', '44038255', '192875483', '177440709', '11923308', '188954041', '173447827', '161457219', '105606404', '184447898']"
ХАЛВА,['138540778']
ХАЛЛИ,['19847999']
ХАЛФ,['2664142']
ХАММЕР,['69842021']
ХАМПТИ,['46331173']
ХАНТ,"['98034860', '179378377', '131505792', '59923414', '62596804', '78970731', '66235161', '154632972', '133049316', '445948', '53801234', '73515639']"
ХАНТЕР,"['108945598', '158276021', '131101936', '179527782', '60647105', '76066932', '32505673', '184149760']"
ХАНТЕРЫ,"['108945598', '158276021', '131101936', '179527782', '60647105', '76066932', '32505673', '184149760']"
ХАНТИТЬ,"['98034860', '179378377', '131505792', '59923414', '62596804', '78970731', '66235161', '154632972', '133049316', '445948', '53801234', '73515639']"
ХАРД,"['194325458', '9612776', '5231921', '2157992']"
ХАРДБАСС,['173914700']
ХАРДСТАЙЛ,['17331954']
ХАРЛЕЙ,"['4188245', '57131177']"
ХАРЛИ,"['126735927', '177522949', '165581931', '194095106', '120779227', '88674651']"
ХАСЛ,"['187551331', '184875002', '94305800']"
ХАСЛИТЬ,"['187551331', '184875002', '94305800']"
ХАСТ,"['116286388', '187817734', '184609198', '177234249', '123830339', '178878706', '8692156']"
ХАСТА,"['116286388', '187817734', '184609198', '177234249', '123830339', '178878706', '8692156']"
ХАСТЛ,"['102814943', '6300812', '13514803']"
ХАУЗ,"['154795258', '193445237', '126726031', '1606752']"
ХАУС,"['138815306', '46392908', '8917306', '122240207']"
ХЕДКРАБ,['3429820']
ХЕДШОТ,['23654719']
ХЕЙТИТЬ,['168732439']
ХЕЛЕН,"['128551277', '182321492', '189896687', '40975138', '167213585', '181273557', '2187582', '79556058', '189234146', '149131252']"
ХЕЛЕНА,"['10764209', '579944']"
ХЕЛИ,"['128551277', '182321492', '189896687', '40975138', '167213585', '181273557', '2187582', '79556058', '189234146', '149131252']"
ХЕЛИБОРДИНГ,['11704239']
ХЕЛИСКИ,['11704239']
ХЕЛЛ,['23775631']
ХЕЛП,['57476735']
ХЕНД,"['131004445', '50580086', '80332550', '129719718', '126568876', '12463426', '117064098', '130918545', '6987685']"
ХЕНДС,"['21418660', '15246394', '5015082', '16472368', '22349700', '16456731']"
ХИГГСА,"['128819952', '4583097']"
ХИЛЕР,['64383740']
ХИЛЛ,"['82975382', '56205837', '50746230']"
ХИЛЛЗ,"['20447902', '195624584', '180994154']"
ХИЛЛС,['187769588']
ХИМИЯ,"['93343283', '96789069']"
ХИМТРЕЙЛЫ,['87935239']
ХИППИ,"['120126784', '109934013']"
ХИПСИТ,"['161076827', '30945020', '19848235', '19803816', '157282749']"
ХИПСЫ,"['161076827', '30945020', '19848235', '19803816', '157282749']"
ХИРО,['184222782']
ХИТЧ,['40512346']
ХОББИТ,['361405']
ХОККЕЙ,"['48940689', '74766128', '102538355']"
ХОЛА,['187613667']
ХОЛД,"['185611165', '52907343', '55915445', '50261519', '130192948', '101051958', '192227564', '52056369', '188583412', '17700871', '114572637', '32324372', '173586589', '170149146', '168011353', '138428172', '25338836', '26135834', '56668335', '166315359']"
ХОЛДЕМ,"['185611165', '52907343', '55915445', '50261519', '130192948', '101051958', '192227564', '52056369', '188583412', '17700871', '114572637', '32324372', '173586589', '170149146', '168011353', '138428172', '25338836', '26135834', '56668335', '166315359']"
ХОЛДЕН,"['185611165', '52907343', '55915445', '50261519', '130192948', '101051958', '192227564', '52056369', '188583412', '17700871', '114572637', '32324372', '173586589', '170149146', '168011353', '138428172', '25338836', '26135834', '56668335', '166315359']"
ХОЛДИТЬ,"['185611165', '52907343', '55915445', '50261519', '130192948', '101051958', '192227564', '52056369', '188583412', '17700871', '114572637', '32324372', '173586589', '170149146', '168011353', '138428172', '25338836', '26135834', '56668335', '166315359']"
ХОЛИВАР,['73187983']
ХОЛИСТИК,['60360590']
ХОЛЛ,"['188310123', '150272865', '187180259', '27793448', '185693211']"
ХОПЕР,['153861343']
ХОПИ,"['23916411', '147845620']"
ХОППЕР,"['222644', '95282643']"
ХОРЕКА,['171673999']
ХОРРОР,"['162211446', '60682911']"
ХОРС,"['141433197', '59185248', '157719647', '139960910']"
ХОСПИС,['127196493']
ХОСТЕС,"['64751564', '179568695']"
ХОСТИНГ,['21791024']
ХОУМ,"['73609772', '149689026', '113458335', '61782075', '27958141', '5985754', '30503056']"
ХОУМИ,"['73609772', '149689026', '113458335', '61782075', '27958141', '5985754', '30503056']"
ХРОМ,"['55066401', '166556842', '80094128', '56228234', '130685960', '26142157', '39556952']"
ХРОМА,"['55066401', '166556842', '80094128', '56228234', '130685960', '26142157', '39556952']"
ХРОМАКЕЙ,['84836703']
ХУЛА,"['191269950', '158409832', '181978305', '29473398', '104008808', '181132601', '39519875', '169011144', '182762417', '41324287']"
ХУЛИТ,"['191269950', '158409832', '181978305', '29473398', '104008808', '181132601', '39519875', '169011144', '182762417', '41324287']"
ХУЛС,"['4222310', '46672238']"
ХУЛСЫ,"['4222310', '46672238']"
ХЭВИ,"['9612776', '194326094']"
ХЭЛЛОУ,['8181077']
ХЭНД,"['5536274', '147389705', '154378581', '132343440']"
ХЭНДС,"['21418660', '5015082', '16472368', '82879591', '22349700', '16456731']"
ХЭНСОМ,"['21418660', '15246394', '5015082', '16472368', '22349700', '16456731']"
ХЭППИ,['13211196']
ХЭТЧБЕК,"['27206616', '40555188']"
ЦЕНА,"['28360069', '133816304']"
ЦЕНЗУРА,['78469888']
ЦЕНТР,"['35813991', '112009898', '171023650', '60067740']"
ЦИВИЛИЗАЦИЯ,['183810725']
ЦИКЛ,['145285339']
ЦИТРАТ,['164400625']
ЦИФРОВОЙ,"['21242193', '127656172', '113850586']"
ЧАЙЛД,"['73208155', '142988255']"
ЧАЙЛДФРИ,['142988255']
ЧАЙН,"['33335173', '183767561', '192371403', '147259159', '191797826', '136915452', '99171302', '187840379', '164396850']"
ЧАЙНА,"['33335173', '183767561', '192371403', '147259159', '191797826', '136915452', '99171302', '187840379', '164396850']"
ЧАРДЖБЕК,['175240558']
ЧАРЛИ,"['29620288', '194325458', '124833425']"
ЧАРЛЬЗ,"['120229735', '26339471', '33789931', '14259838', '2198410']"
ЧАРТ,"['64241619', '44539414', '191720657']"
ЧАРТЫ,"['64241619', '44539414', '191720657']"
ЧАСЫ,['22307115']
ЧЕЙЗ,['94457609']
ЧЕЙЗЕР,['34234339']
ЧЕЙН,"['67669602', '31182277']"
ЧЕЛЛЕНДЖ,"['126429033', '170552555']"
ЧЕМПИОН,"['172846977', '88165975', '31415213']"
ЧЕНДЖЕР,"['195295115', '195373800']"
ЧЕРЛИДИНГ,['86582368']
ЧИЗБУРГЕР,['1199131']
ЧИКА,"['24557542', '195458692', '1606752', '167450191', '158117199', '154795258', '38887935', '193445237', '173896300']"
ЧИКАГСКИЙ,['20416621']
ЧИКЕН,"['24557542', '195458692', '1606752', '167450191', '158117199', '154795258', '38887935', '193445237', '173896300']"
ЧИЛЛЕР,"['184038893', '29763829']"
ЧИЛЛИТЬ,"['38102317', '164669976']"
ЧИПС,"['46558944', '71340661', '188154779', '182316042', '191856130']"
ЧИПСЫ,"['46558944', '71340661', '188154779', '182316042', '191856130']"
ЧИПЫ,"['180982678', '103776932', '148798009']"
ЧИРИО,"['11417177', '81307918', '86582368']"
ЧИРЛИДИНГ,"['11417177', '81307918', '153046616']"
ЧИТЕР,['178067521']
ЧОКЕР,"['29840952', '173846492']"
ЧОППЕР,"['16518524', '86068907', '39995790', '132720806']"
ЧУПА,"['101700885', '3537974', '166868048']"
ЧУПАЧУПС,['8181077']
ЧУПС,"['101700885', '3537974', '166868048']"
ШАЙРА,['9414580']
ШАНСЫ,['29620288']
ШАРП,"['10426159', '193805402', '38655318', '178656138', '148418586', '177162857']"
ШАРПЫ,"['10426159', '193805402', '38655318', '178656138', '148418586', '177162857']"
ШАУТ,"['190574896', '118646761']"
ШАУТИ,"['190574896', '118646761']"
ШАФФЛ,['108858391']
ШЕББИ,['42776841']
ШЕВРОЛЕ,['168324556']
ШЕВРОН,"['112696872', '62811930', '52920166', '81233419']"
ШЕЙВ,"['175323187', '172811582']"
ШЕЙВИТЬ,"['175323187', '172811582']"
ШЕЙК,['55809968']
ШЕЙПИНГ,"['39694736', '52845484', '154615381']"
ШЕЛБИ,"['163931679', '176496582']"
ШЕЛЛАК,['98080095']
ШЕЛТИ,"['71130597', '57314521', '121541267']"
ШЕЛЬФ,['134981001']
ШЕНК,['18680099']
ШЕРИФ,"['9772048', '181318421', '132225700', '182832757', '49837030', '192610201', '48070957', '167707633', '172008420']"
ШЕРИФОМ,"['9772048', '181318421', '132225700', '182832757', '49837030', '192610201', '48070957', '167707633', '172008420']"
ШИЛЛИНГ,['166429151']
ШИММЕР,['159490709']
ШИНШИЛЛ,"['134267991', '112175597']"
ШИППЕР,['167892291']
ШИФТ,"['93960682', '36285556', '132011381', '2664142', '39377975', '125516650']"
ШИФТИ,"['93960682', '36285556', '132011381', '2664142', '39377975', '125516650']"
ШКОЛА,"['86207479', '171023650', '62086614', '36857673', '38296018', '25205856']"
ШОКЕР,"['77013070', '51842445']"
ШОПИНГ,['89890795']
ШОПОГОЛИК,['4363148']
ШОППИНГ,['28360069']
ШОРТ,"['157484198', '190791660', '190449719', '28871453', '59611188', '169321228', '164208825', '18505850', '74766128', '126147704', '55955965']"
ШОРТЫ,"['157484198', '190791660', '190449719', '28871453', '59611188', '169321228', '164208825', '18505850', '74766128', '126147704', '55955965']"
ШОУБИЗ,['64891806']
ШОУРУМ,"['135900495', '151080207']"
ШРИМП,['180504342']
ШУГА,"['193431192', '110574433', '176819457', '193535407']"
ШУГЕЙЗ,['130923036']
ШУТЕР,['70359116']
ШХУНА,['12992144']
ШЭДОУ,['187893452']
ШЭРИТЬ,['78146462']
ЭБАУТ,['152668434']
ЭББИ,['12970521']
ЭВАКУАТОР,['162264383']
ЭВЕНТ,['31518509']
ЭДАЛТ,"['53852', '53593', '2827151', '49728215']"
ЭДУАРДА,['8091320']
ЭЙВОН,['65261743']
ЭЙДЖИЗМ,['66382936']
ЭЙНШТЕЙНА,"['59289282', '170351007', '193632286', '56957943']"
ЭЙНШТЕЙНИЙ,"['59289282', '170351007', '193632286', '56957943']"
ЭКЗЕ,"['140708409', '59910200', '132606704', '153370966', '166346934', '49172382', '159258975', '132391988', '76170996', '189723084', '194103897', '82999098', '178176868', '182693097', '172478586', '112347254', '175725564', '80049630', '121838585', '166554702']"
ЭКЗЕМ,"['140708409', '59910200', '132606704', '153370966', '166346934', '49172382', '159258975', '132391988', '76170996', '189723084', '194103897', '82999098', '178176868', '182693097', '172478586', '112347254', '175725564', '80049630', '121838585', '166554702']"
ЭКЗИТ,"['140708409', '59910200', '132606704', '153370966', '166346934', '49172382', '159258975', '132391988', '76170996', '189723084', '194103897', '82999098', '178176868', '182693097', '172478586', '112347254', '175725564', '80049630', '121838585', '166554702']"
ЭКОЛОГИЧЕСКАЯ,"['131924515', '31712887', '163421640', '195080368', '58483050', '22903353', '152469360', '110190885']"
ЭКОЛОГИЧЕСКИЙ,"['131924515', '31712887', '163421640', '195080368', '58483050', '22903353', '152469360', '110190885']"
ЭКОНОМ,['35317358']
ЭКОНОМИКА,"['96789069', '149920292', '61038828', '1142837', '189501904', '133194494', '25205856']"
ЭКОНОМИКИ,"['96789069', '149920292', '61038828', '1142837', '189501904', '133194494', '25205856']"
ЭКСЕЛ,"['164880263', '172618941', '84097752', '46903446', '14419608']"
ЭКСЕЛЬ,"['164880263', '172618941', '84097752', '46903446', '14419608']"
ЭКСИТ,"['195784486', '160531940']"
ЭКСКЛЮЗИВ,['79343349']
ЭКСКЛЮЗИВНЫЙ,['13654040']
ЭКСПЕДИЦИЯ,['78656375']
ЭКСПЕРТ,['165852117']
ЭКСПИРИЕНС,['173292067']
